table,gender,tobacco,issue_age,duration,q_sel
t3369,Male,Nonsmoker,32,23,0.00254
t3369,Male,Nonsmoker,32,24,0.00283
t3369,Male,Nonsmoker,32,25,0.00311
t3369,Male,Nonsmoker,33,1,1.4e-4
t3369,Male,Nonsmoker,33,2,1.6e-4
t3369,Male,Nonsmoker,33,3,2.5e-4
t3369,Male,Nonsmoker,33,4,2.9e-4
t3369,Male,Nonsmoker,33,5,3.2e-4
t3369,Male,Nonsmoker,33,6,3.7e-4
t3369,Male,Nonsmoker,33,7,4.3e-4
t3369,Male,Nonsmoker,33,8,5e-4
t3369,Male,Nonsmoker,33,9,6e-4
t3369,Male,Nonsmoker,33,10,6.8e-4
t3369,Male,Nonsmoker,33,11,7.3e-4
t3369,Male,Nonsmoker,33,12,7.8e-4
t3369,Male,Nonsmoker,33,13,8.7e-4
t3369,Male,Nonsmoker,33,14,9.9e-4
t3369,Male,Nonsmoker,33,15,0.00111
t3369,Male,Nonsmoker,33,16,0.00126
t3369,Male,Nonsmoker,33,17,0.0014
t3369,Male,Nonsmoker,33,18,0.00153
t3369,Male,Nonsmoker,33,19,0.00169
t3369,Male,Nonsmoker,33,20,0.0019
t3369,Male,Nonsmoker,33,21,0.00216
t3369,Male,Nonsmoker,33,22,0.00245
t3369,Male,Nonsmoker,33,23,0.00276
t3369,Male,Nonsmoker,33,24,0.00305
t3369,Male,Nonsmoker,33,25,0.00332
t3369,Male,Nonsmoker,34,1,1.5e-4
t3369,Male,Nonsmoker,34,2,1.7e-4
t3369,Male,Nonsmoker,34,3,2.7e-4
t3369,Male,Nonsmoker,34,4,3.1e-4
t3369,Male,Nonsmoker,34,5,3.5e-4
t3369,Male,Nonsmoker,34,6,4e-4
t3369,Male,Nonsmoker,34,7,4.6e-4
t3369,Male,Nonsmoker,34,8,5.5e-4
t3369,Male,Nonsmoker,34,9,6.5e-4
t3369,Male,Nonsmoker,34,10,7.1e-4
t3369,Male,Nonsmoker,34,11,7.6e-4
t3369,Male,Nonsmoker,34,12,8.3e-4
t3369,Male,Nonsmoker,34,13,9.4e-4
t3369,Male,Nonsmoker,34,14,0.00106
t3369,Male,Nonsmoker,34,15,0.00119
t3369,Male,Nonsmoker,34,16,0.00134
t3369,Male,Nonsmoker,34,17,0.00149
t3369,Male,Nonsmoker,34,18,0.00164
t3369,Male,Nonsmoker,34,19,0.00182
t3369,Male,Nonsmoker,34,20,0.00206
t3369,Male,Nonsmoker,34,21,0.00235
t3369,Male,Nonsmoker,34,22,0.00268
t3369,Male,Nonsmoker,34,23,0.00299
t3369,Male,Nonsmoker,34,24,0.00329
t3369,Male,Nonsmoker,34,25,0.00355
t3369,Male,Nonsmoker,35,1,1.5e-4
t3369,Male,Nonsmoker,35,2,1.8e-4
t3369,Male,Nonsmoker,35,3,2.8e-4
t3369,Male,Nonsmoker,35,4,3.4e-4
t3369,Male,Nonsmoker,35,5,3.9e-4
t3369,Male,Nonsmoker,35,6,4.4e-4
t3369,Male,Nonsmoker,35,7,5e-4
t3369,Male,Nonsmoker,35,8,6e-4
t3369,Male,Nonsmoker,35,9,6.8e-4
t3369,Male,Nonsmoker,35,10,7.4e-4
t3369,Male,Nonsmoker,35,11,8.1e-4
t3369,Male,Nonsmoker,35,12,9e-4
t3369,Male,Nonsmoker,35,13,0.00102
t3369,Male,Nonsmoker,35,14,0.00115
t3369,Male,Nonsmoker,35,15,0.00128
t3369,Male,Nonsmoker,35,16,0.00144
t3369,Male,Nonsmoker,35,17,0.00159
t3369,Male,Nonsmoker,35,18,0.00176
t3369,Male,Nonsmoker,35,19,0.00197
t3369,Male,Nonsmoker,35,20,0.00225
t3369,Male,Nonsmoker,35,21,0.00258
t3369,Male,Nonsmoker,35,22,0.00292
t3369,Male,Nonsmoker,35,23,0.00325
t3369,Male,Nonsmoker,35,24,0.00354
t3369,Male,Nonsmoker,35,25,0.00383
t3369,Male,Nonsmoker,36,1,1.5e-4
t3369,Male,Nonsmoker,36,2,1.9e-4
t3369,Male,Nonsmoker,36,3,3.1e-4
t3369,Male,Nonsmoker,36,4,3.7e-4
t3369,Male,Nonsmoker,36,5,4.3e-4
t3369,Male,Nonsmoker,36,6,4.8e-4
t3369,Male,Nonsmoker,36,7,5.6e-4
t3369,Male,Nonsmoker,36,8,6.5e-4
t3369,Male,Nonsmoker,36,9,7.2e-4
t3369,Male,Nonsmoker,36,10,7.9e-4
t3369,Male,Nonsmoker,36,11,8.8e-4
t3369,Male,Nonsmoker,36,12,9.8e-4
t3369,Male,Nonsmoker,36,13,0.00111
t3369,Male,Nonsmoker,36,14,0.00124
t3369,Male,Nonsmoker,36,15,0.00138
t3369,Male,Nonsmoker,36,16,0.00154
t3369,Male,Nonsmoker,36,17,0.00171
t3369,Male,Nonsmoker,36,18,0.0019
t3369,Male,Nonsmoker,36,19,0.00216
t3369,Male,Nonsmoker,36,20,0.00248
t3369,Male,Nonsmoker,36,21,0.00284
t3369,Male,Nonsmoker,36,22,0.0032
t3369,Male,Nonsmoker,36,23,0.00352
t3369,Male,Nonsmoker,36,24,0.00383
t3369,Male,Nonsmoker,36,25,0.00418
t3369,Male,Nonsmoker,37,1,1.5e-4
t3369,Male,Nonsmoker,37,2,2.1e-4
t3369,Male,Nonsmoker,37,3,3.3e-4
t3369,Male,Nonsmoker,37,4,4e-4
t3369,Male,Nonsmoker,37,5,4.7e-4
t3369,Male,Nonsmoker,37,6,5.3e-4
t3369,Male,Nonsmoker,37,7,6.2e-4
t3369,Male,Nonsmoker,37,8,6.9e-4
t3369,Male,Nonsmoker,37,9,7.7e-4
