table,gender,tobacco,issue_age,duration,q_sel
t3365,Male,Nonsmoker,30,23,0.00204
t3365,Male,Nonsmoker,30,24,0.0023
t3365,Male,Nonsmoker,30,25,0.00258
t3365,Male,Nonsmoker,31,1,1.3e-4
t3365,Male,Nonsmoker,31,2,1.5e-4
t3365,Male,Nonsmoker,31,3,2.2e-4
t3365,Male,Nonsmoker,31,4,2.5e-4
t3365,Male,Nonsmoker,31,5,2.8e-4
t3365,Male,Nonsmoker,31,6,3e-4
t3365,Male,Nonsmoker,31,7,3.4e-4
t3365,Male,Nonsmoker,31,8,4e-4
t3365,Male,Nonsmoker,31,9,4.8e-4
t3365,Male,Nonsmoker,31,10,5.7e-4
t3365,Male,Nonsmoker,31,11,6.4e-4
t3365,Male,Nonsmoker,31,12,6.9e-4
t3365,Male,Nonsmoker,31,13,7.6e-4
t3365,Male,Nonsmoker,31,14,8.5e-4
t3365,Male,Nonsmoker,31,15,9.4e-4
t3365,Male,Nonsmoker,31,16,0.00107
t3365,Male,Nonsmoker,31,17,0.0012
t3365,Male,Nonsmoker,31,18,0.0013
t3365,Male,Nonsmoker,31,19,0.00141
t3365,Male,Nonsmoker,31,20,0.00156
t3365,Male,Nonsmoker,31,21,0.00175
t3365,Male,Nonsmoker,31,22,0.00198
t3365,Male,Nonsmoker,31,23,0.00223
t3365,Male,Nonsmoker,31,24,0.00251
t3365,Male,Nonsmoker,31,25,0.0028
t3365,Male,Nonsmoker,32,1,1.3e-4
t3365,Male,Nonsmoker,32,2,1.5e-4
t3365,Male,Nonsmoker,32,3,2.2e-4
t3365,Male,Nonsmoker,32,4,2.6e-4
t3365,Male,Nonsmoker,32,5,2.9e-4
t3365,Male,Nonsmoker,32,6,3.2e-4
t3365,Male,Nonsmoker,32,7,3.7e-4
t3365,Male,Nonsmoker,32,8,4.3e-4
t3365,Male,Nonsmoker,32,9,5.3e-4
t3365,Male,Nonsmoker,32,10,6.2e-4
t3365,Male,Nonsmoker,32,11,6.8e-4
t3365,Male,Nonsmoker,32,12,7.3e-4
t3365,Male,Nonsmoker,32,13,8e-4
t3365,Male,Nonsmoker,32,14,8.9e-4
t3365,Male,Nonsmoker,32,15,0.00101
t3365,Male,Nonsmoker,32,16,0.00114
t3365,Male,Nonsmoker,32,17,0.00127
t3365,Male,Nonsmoker,32,18,0.00139
t3365,Male,Nonsmoker,32,19,0.00152
t3365,Male,Nonsmoker,32,20,0.00169
t3365,Male,Nonsmoker,32,21,0.0019
t3365,Male,Nonsmoker,32,22,0.00216
t3365,Male,Nonsmoker,32,23,0.00243
t3365,Male,Nonsmoker,32,24,0.00272
t3365,Male,Nonsmoker,32,25,0.00301
t3365,Male,Nonsmoker,33,1,1.4e-4
t3365,Male,Nonsmoker,33,2,1.5e-4
t3365,Male,Nonsmoker,33,3,2.4e-4
t3365,Male,Nonsmoker,33,4,2.8e-4
t3365,Male,Nonsmoker,33,5,3.1e-4
t3365,Male,Nonsmoker,33,6,3.5e-4
t3365,Male,Nonsmoker,33,7,4.1e-4
t3365,Male,Nonsmoker,33,8,4.8e-4
t3365,Male,Nonsmoker,33,9,5.8e-4
t3365,Male,Nonsmoker,33,10,6.6e-4
t3365,Male,Nonsmoker,33,11,7.2e-4
t3365,Male,Nonsmoker,33,12,7.6e-4
t3365,Male,Nonsmoker,33,13,8.4e-4
t3365,Male,Nonsmoker,33,14,9.5e-4
t3365,Male,Nonsmoker,33,15,0.00108
t3365,Male,Nonsmoker,33,16,0.00122
t3365,Male,Nonsmoker,33,17,0.00135
t3365,Male,Nonsmoker,33,18,0.00148
t3365,Male,Nonsmoker,33,19,0.00163
t3365,Male,Nonsmoker,33,20,0.00182
t3365,Male,Nonsmoker,33,21,0.00207
t3365,Male,Nonsmoker,33,22,0.00235
t3365,Male,Nonsmoker,33,23,0.00265
t3365,Male,Nonsmoker,33,24,0.00294
t3365,Male,Nonsmoker,33,25,0.00321
t3365,Male,Nonsmoker,34,1,1.4e-4
t3365,Male,Nonsmoker,34,2,1.7e-4
t3365,Male,Nonsmoker,34,3,2.6e-4
t3365,Male,Nonsmoker,34,4,2.9e-4
t3365,Male,Nonsmoker,34,5,3.3e-4
t3365,Male,Nonsmoker,34,6,3.9e-4
t3365,Male,Nonsmoker,34,7,4.5e-4
t3365,Male,Nonsmoker,34,8,5.3e-4
t3365,Male,Nonsmoker,34,9,6.3e-4
t3365,Male,Nonsmoker,34,10,7e-4
t3365,Male,Nonsmoker,34,11,7.5e-4
t3365,Male,Nonsmoker,34,12,7.9e-4
t3365,Male,Nonsmoker,34,13,9e-4
t3365,Male,Nonsmoker,34,14,0.00102
t3365,Male,Nonsmoker,34,15,0.00115
t3365,Male,Nonsmoker,34,16,0.0013
t3365,Male,Nonsmoker,34,17,0.00144
t3365,Male,Nonsmoker,34,18,0.00158
t3365,Male,Nonsmoker,34,19,0.00175
t3365,Male,Nonsmoker,34,20,0.00197
t3365,Male,Nonsmoker,34,21,0.00225
t3365,Male,Nonsmoker,34,22,0.00256
t3365,Male,Nonsmoker,34,23,0.00287
t3365,Male,Nonsmoker,34,24,0.00317
t3365,Male,Nonsmoker,34,25,0.00343
t3365,Male,Nonsmoker,35,1,1.5e-4
t3365,Male,Nonsmoker,35,2,1.7e-4
t3365,Male,Nonsmoker,35,3,2.7e-4
t3365,Male,Nonsmoker,35,4,3.2e-4
t3365,Male,Nonsmoker,35,5,3.7e-4
t3365,Male,Nonsmoker,35,6,4.2e-4
t3365,Male,Nonsmoker,35,7,4.7e-4
t3365,Male,Nonsmoker,35,8,5.8e-4
t3365,Male,Nonsmoker,35,9,6.7e-4
t3365,Male,Nonsmoker,35,10,7.3e-4
t3365,Male,Nonsmoker,35,11,7.8e-4
t3365,Male,Nonsmoker,35,12,8.6e-4
t3365,Male,Nonsmoker,35,13,9.7e-4
t3365,Male,Nonsmoker,35,14,0.0011
t3365,Male,Nonsmoker,35,15,0.00124
t3365,Male,Nonsmoker,35,16,0.00139
t3365,Male,Nonsmoker,35,17,0.00154
t3365,Male,Nonsmoker,35,18,0.0017
t3365,Male,Nonsmoker,35,19,0.00189
t3365,Male,Nonsmoker,35,20,0.00215
t3365,Male,Nonsmoker,35,21,0.00246
t3365,Male,Nonsmoker,35,22,0.00279
t3365,Male,Nonsmoker,35,23,0.00312
t3365,Male,Nonsmoker,35,24,0.00341
t3365,Male,Nonsmoker,35,25,0.00367
t3365,Male,Nonsmoker,36,1,1.5e-4
t3365,Male,Nonsmoker,36,2,1.8e-4
t3365,Male,Nonsmoker,36,3,2.9e-4
t3365,Male,Nonsmoker,36,4,3.5e-4
t3365,Male,Nonsmoker,36,5,4.1e-4
t3365,Male,Nonsmoker,36,6,4.6e-4
t3365,Male,Nonsmoker,36,7,5.3e-4
t3365,Male,Nonsmoker,36,8,6.3e-4
t3365,Male,Nonsmoker,36,9,7e-4
t3365,Male,Nonsmoker,36,10,7.6e-4
t3365,Male,Nonsmoker,36,11,8.4e-4
t3365,Male,Nonsmoker,36,12,0.00093000000000000005
t3365,Male,Nonsmoker,36,13,0.00106
