table,gender_blend,tobacco,issue_age,duration,q_sel
t3332,60% Male,Smoker,38,21,0.00869
t3332,60% Male,Smoker,38,22,0.00961
t3332,60% Male,Smoker,38,23,0.01069
t3332,60% Male,Smoker,38,24,0.01189
t3332,60% Male,Smoker,38,25,0.01325
t3332,60% Male,Smoker,39,1,5e-4
t3332,60% Male,Smoker,39,2,7.9e-4
t3332,60% Male,Smoker,39,3,0.00111
t3332,60% Male,Smoker,39,4,0.0013
t3332,60% Male,Smoker,39,5,0.00149
t3332,60% Male,Smoker,39,6,0.00166
t3332,60% Male,Smoker,39,7,0.00179
t3332,60% Male,Smoker,39,8,0.00214
t3332,60% Male,Smoker,39,9,0.00246
t3332,60% Male,Smoker,39,10,0.00282
t3332,60% Male,Smoker,39,11,0.00318
t3332,60% Male,Smoker,39,12,0.00356
t3332,60% Male,Smoker,39,13,0.00403
t3332,60% Male,Smoker,39,14,0.00454
t3332,60% Male,Smoker,39,15,0.00508
t3332,60% Male,Smoker,39,16,0.0057
t3332,60% Male,Smoker,39,17,0.00636
t3332,60% Male,Smoker,39,18,0.00704
t3332,60% Male,Smoker,39,19,0.00781
t3332,60% Male,Smoker,39,20,0.00869
t3332,60% Male,Smoker,39,21,0.00961
t3332,60% Male,Smoker,39,22,0.01069
t3332,60% Male,Smoker,39,23,0.01189
t3332,60% Male,Smoker,39,24,0.01324
t3332,60% Male,Smoker,39,25,0.01474
t3332,60% Male,Smoker,40,1,5.5e-4
t3332,60% Male,Smoker,40,2,8.6e-4
t3332,60% Male,Smoker,40,3,0.00119
t3332,60% Male,Smoker,40,4,0.0014
t3332,60% Male,Smoker,40,5,0.00158
t3332,60% Male,Smoker,40,6,0.00173
t3332,60% Male,Smoker,40,7,0.00205
t3332,60% Male,Smoker,40,8,0.00237
t3332,60% Male,Smoker,40,9,0.00273
t3332,60% Male,Smoker,40,10,0.00312
t3332,60% Male,Smoker,40,11,0.00351
t3332,60% Male,Smoker,40,12,0.00394
t3332,60% Male,Smoker,40,13,0.00446
t3332,60% Male,Smoker,40,14,0.00502
t3332,60% Male,Smoker,40,15,0.00561
t3332,60% Male,Smoker,40,16,0.00629
t3332,60% Male,Smoker,40,17,0.007
t3332,60% Male,Smoker,40,18,0.00775
t3332,60% Male,Smoker,40,19,0.00869
t3332,60% Male,Smoker,40,20,0.0096
t3332,60% Male,Smoker,40,21,0.01069
t3332,60% Male,Smoker,40,22,0.01189
t3332,60% Male,Smoker,40,23,0.01324
t3332,60% Male,Smoker,40,24,0.01474
t3332,60% Male,Smoker,40,25,0.01636
t3332,60% Male,Smoker,41,1,5.9e-4
t3332,60% Male,Smoker,41,2,0.00093000000000000005
t3332,60% Male,Smoker,41,3,0.00128
t3332,60% Male,Smoker,41,4,0.00149
t3332,60% Male,Smoker,41,5,0.00167
t3332,60% Male,Smoker,41,6,0.00196
t3332,60% Male,Smoker,41,7,0.00228
t3332,60% Male,Smoker,41,8,0.00264
t3332,60% Male,Smoker,41,9,0.00302
t3332,60% Male,Smoker,41,10,0.00345
t3332,60% Male,Smoker,41,11,0.00388
t3332,60% Male,Smoker,41,12,0.00436
t3332,60% Male,Smoker,41,13,0.00495
t3332,60% Male,Smoker,41,14,0.00557
t3332,60% Male,Smoker,41,15,0.00621
t3332,60% Male,Smoker,41,16,0.00694
t3332,60% Male,Smoker,41,17,0.00771
t3332,60% Male,Smoker,41,18,0.00868
t3332,60% Male,Smoker,41,19,0.00959
t3332,60% Male,Smoker,41,20,0.01068
t3332,60% Male,Smoker,41,21,0.01188
t3332,60% Male,Smoker,41,22,0.01324
t3332,60% Male,Smoker,41,23,0.01474
t3332,60% Male,Smoker,41,24,0.01636
t3332,60% Male,Smoker,41,25,0.01816
t3332,60% Male,Smoker,42,1,6.3e-4
t3332,60% Male,Smoker,42,2,0.00101
t3332,60% Male,Smoker,42,3,0.00135
t3332,60% Male,Smoker,42,4,0.00159
t3332,60% Male,Smoker,42,5,0.00184
t3332,60% Male,Smoker,42,6,0.00217
t3332,60% Male,Smoker,42,7,0.00254
t3332,60% Male,Smoker,42,8,0.00292
t3332,60% Male,Smoker,42,9,0.00334
t3332,60% Male,Smoker,42,10,0.00382
t3332,60% Male,Smoker,42,11,0.0043
t3332,60% Male,Smoker,42,12,0.00483
t3332,60% Male,Smoker,42,13,0.00549
t3332,60% Male,Smoker,42,14,0.00617
t3332,60% Male,Smoker,42,15,0.00687
t3332,60% Male,Smoker,42,16,0.00767
t3332,60% Male,Smoker,42,17,0.00868
t3332,60% Male,Smoker,42,18,0.00958
t3332,60% Male,Smoker,42,19,0.01067
t3332,60% Male,Smoker,42,20,0.01187
t3332,60% Male,Smoker,42,21,0.01324
t3332,60% Male,Smoker,42,22,0.01474
t3332,60% Male,Smoker,42,23,0.01635
t3332,60% Male,Smoker,42,24,0.01815
t3332,60% Male,Smoker,42,25,0.02009
t3332,60% Male,Smoker,43,1,6.7e-4
t3332,60% Male,Smoker,43,2,0.00107
t3332,60% Male,Smoker,43,3,0.00142
t3332,60% Male,Smoker,43,4,0.00173
t3332,60% Male,Smoker,43,5,0.00204
t3332,60% Male,Smoker,43,6,0.00242
t3332,60% Male,Smoker,43,7,0.00282
t3332,60% Male,Smoker,43,8,0.00325
t3332,60% Male,Smoker,43,9,0.0037
t3332,60% Male,Smoker,43,10,0.00423
t3332,60% Male,Smoker,43,11,0.00477
t3332,60% Male,Smoker,43,12,0.00537
t3332,60% Male,Smoker,43,13,0.00609
t3332,60% Male,Smoker,43,14,0.00682
t3332,60% Male,Smoker,43,15,0.00762
t3332,60% Male,Smoker,43,16,0.00861
t3332,60% Male,Smoker,43,17,0.00957
t3332,60% Male,Smoker,43,18,0.01066
t3332,60% Male,Smoker,43,19,0.01186
t3332,60% Male,Smoker,43,20,0.01323
t3332,60% Male,Smoker,43,21,0.01474
t3332,60% Male,Smoker,43,22,0.01635
t3332,60% Male,Smoker,43,23,0.01814
t3332,60% Male,Smoker,43,24,0.02009
t3332,60% Male,Smoker,43,25,0.02213
t3332,60% Male,Smoker,44,1,7.1e-4
t3332,60% Male,Smoker,44,2,0.00113
t3332,60% Male,Smoker,44,3,0.00154
t3332,60% Male,Smoker,44,4,0.0019
t3332,60% Male,Smoker,44,5,0.00227
t3332,60% Male,Smoker,44,6,0.00269
t3332,60% Male,Smoker,44,7,0.00314
t3332,60% Male,Smoker,44,8,0.0036
t3332,60% Male,Smoker,44,9,0.0041
t3332,60% Male,Smoker,44,10,0.00469
t3332,60% Male,Smoker,44,11,0.0053
t3332,60% Male,Smoker,44,12,0.00598
t3332,60% Male,Smoker,44,13,0.00674
t3332,60% Male,Smoker,44,14,0.00759
t3332,60% Male,Smoker,44,15,0.0085
t3332,60% Male,Smoker,44,16,0.00956
t3332,60% Male,Smoker,44,17,0.01066
t3332,60% Male,Smoker,44,18,0.01185
t3332,60% Male,Smoker,44,19,0.01322
t3332,60% Male,Smoker,44,20,0.01471
t3332,60% Male,Smoker,44,21,0.01634
t3332,60% Male,Smoker,44,22,0.01813
t3332,60% Male,Smoker,44,23,0.02009
t3332,60% Male,Smoker,44,24,0.02212
t3332,60% Male,Smoker,44,25,0.02426
t3332,60% Male,Smoker,45,1,7.5e-4
t3332,60% Male,Smoker,45,2,0.00123
t3332,60% Male,Smoker,45,3,0.00168
t3332,60% Male,Smoker,45,4,0.0021
t3332,60% Male,Smoker,45,5,0.00252
t3332,60% Male,Smoker,45,6,0.00299
t3332,60% Male,Smoker,45,7,0.00347
t3332,60% Male,Smoker,45,8,0.00398
t3332,60% Male,Smoker,45,9,0.00455
t3332,60% Male,Smoker,45,10,0.00521
t3332,60% Male,Smoker,45,11,0.0059
t3332,60% Male,Smoker,45,12,0.00661
t3332,60% Male,Smoker,45,13,0.00752
t3332,60% Male,Smoker,45,14,0.00845
t3332,60% Male,Smoker,45,15,0.00947
t3332,60% Male,Smoker,45,16,0.01065
t3332,60% Male,Smoker,45,17,0.01184
t3332,60% Male,Smoker,45,18,0.01322
t3332,60% Male,Smoker,45,19,0.01471
t3332,60% Male,Smoker,45,20,0.01634
t3332,60% Male,Smoker,45,21,0.01812
t3332,60% Male,Smoker,45,22,0.02009
t3332,60% Male,Smoker,45,23,0.02212
t3332,60% Male,Smoker,45,24,0.02425
t3332,60% Male,Smoker,45,25,0.02655
t3332,60% Male,Smoker,46,1,8e-4
t3332,60% Male,Smoker,46,2,0.00132
t3332,60% Male,Smoker,46,3,0.00183
t3332,60% Male,Smoker,46,4,0.00232
t3332,60% Male,Smoker,46,5,0.0028
t3332,60% Male,Smoker,46,6,0.00332
t3332,60% Male,Smoker,46,7,0.00385
t3332,60% Male,Smoker,46,8,0.00442
t3332,60% Male,Smoker,46,9,0.00505
t3332,60% Male,Smoker,46,10,0.0058
t3332,60% Male,Smoker,46,11,0.00653
t3332,60% Male,Smoker,46,12,0.00738
t3332,60% Male,Smoker,46,13,0.00838
t3332,60% Male,Smoker,46,14,0.00943
t3332,60% Male,Smoker,46,15,0.01057
t3332,60% Male,Smoker,46,16,0.01183
t3332,60% Male,Smoker,46,17,0.01321
t3332,60% Male,Smoker,46,18,0.01471
t3332,60% Male,Smoker,46,19,0.01632
t3332,60% Male,Smoker,46,20,0.01805
t3332,60% Male,Smoker,46,21,0.02009
t3332,60% Male,Smoker,46,22,0.02212
t3332,60% Male,Smoker,46,23,0.02425
t3332,60% Male,Smoker,46,24,0.02653
t3332,60% Male,Smoker,46,25,0.02906
t3332,60% Male,Smoker,47,1,8.7e-4
t3332,60% Male,Smoker,47,2,0.00144
t3332,60% Male,Smoker,47,3,0.00201
t3332,60% Male,Smoker,47,4,0.00258
t3332,60% Male,Smoker,47,5,0.00312
t3332,60% Male,Smoker,47,6,0.00369
t3332,60% Male,Smoker,47,7,0.00427
t3332,60% Male,Smoker,47,8,0.00489
t3332,60% Male,Smoker,47,9,0.00561
t3332,60% Male,Smoker,47,10,0.0064
t3332,60% Male,Smoker,47,11,0.00728
t3332,60% Male,Smoker,47,12,0.00833
t3332,60% Male,Smoker,47,13,0.00937
t3332,60% Male,Smoker,47,14,0.01053
t3332,60% Male,Smoker,47,15,0.01179
t3332,60% Male,Smoker,47,16,0.01319
t3332,60% Male,Smoker,47,17,0.01471
t3332,60% Male,Smoker,47,18,0.01631
t3332,60% Male,Smoker,47,19,0.01804
t3332,60% Male,Smoker,47,20,0.02003
t3332,60% Male,Smoker,47,21,0.02211
t3332,60% Male,Smoker,47,22,0.02425
t3332,60% Male,Smoker,47,23,0.02652
t3332,60% Male,Smoker,47,24,0.02902
t3332,60% Male,Smoker,47,25,0.03195
t3332,60% Male,Smoker,48,1,9.4e-4
t3332,60% Male,Smoker,48,2,0.00156
t3332,60% Male,Smoker,48,3,0.00222
t3332,60% Male,Smoker,48,4,0.00288
t3332,60% Male,Smoker,48,5,0.00348
t3332,60% Male,Smoker,48,6,0.0041
t3332,60% Male,Smoker,48,7,0.00473
t3332,60% Male,Smoker,48,8,0.00542
t3332,60% Male,Smoker,48,9,0.00619
t3332,60% Male,Smoker,48,10,0.00715
t3332,60% Male,Smoker,48,11,0.0083
t3332,60% Male,Smoker,48,12,0.00931
t3332,60% Male,Smoker,48,13,0.01048
t3332,60% Male,Smoker,48,14,0.01176
t3332,60% Male,Smoker,48,15,0.01315
t3332,60% Male,Smoker,48,16,0.01469
t3332,60% Male,Smoker,48,17,0.01629
t3332,60% Male,Smoker,48,18,0.01803
t3332,60% Male,Smoker,48,19,0.02
t3332,60% Male,Smoker,48,20,0.02205
t3332,60% Male,Smoker,48,21,0.02424
t3332,60% Male,Smoker,48,22,0.0265
t3332,60% Male,Smoker,48,23,0.02897
t3332,60% Male,Smoker,48,24,0.03191
t3332,60% Male,Smoker,48,25,0.03505
t3332,60% Male,Smoker,49,1,0.00102
t3332,60% Male,Smoker,49,2,0.0017
t3332,60% Male,Smoker,49,3,0.00246
t3332,60% Male,Smoker,49,4,0.00322
t3332,60% Male,Smoker,49,5,0.00388
t3332,60% Male,Smoker,49,6,0.00454
t3332,60% Male,Smoker,49,7,0.00523
t3332,60% Male,Smoker,49,8,0.00597
t3332,60% Male,Smoker,49,9,0.0069
t3332,60% Male,Smoker,49,10,0.00825
t3332,60% Male,Smoker,49,11,0.00927
t3332,60% Male,Smoker,49,12,0.01038
t3332,60% Male,Smoker,49,13,0.01169
t3332,60% Male,Smoker,49,14,0.0131
t3332,60% Male,Smoker,49,15,0.01463
t3332,60% Male,Smoker,49,16,0.01624
t3332,60% Male,Smoker,49,17,0.01802
t3332,60% Male,Smoker,49,18,0.02
t3332,60% Male,Smoker,49,19,0.022
t3332,60% Male,Smoker,49,20,0.02416
t3332,60% Male,Smoker,49,21,0.02649
t3332,60% Male,Smoker,49,22,0.02892
t3332,60% Male,Smoker,49,23,0.03188
t3332,60% Male,Smoker,49,24,0.03501
t3332,60% Male,Smoker,49,25,0.03848
t3332,60% Male,Smoker,50,1,0.00111
t3332,60% Male,Smoker,50,2,0.0018600000000000001
t3332,60% Male,Smoker,50,3,0.00274
t3332,60% Male,Smoker,50,4,0.00362
t3332,60% Male,Smoker,50,5,0.00434
t3332,60% Male,Smoker,50,6,0.00504
t3332,60% Male,Smoker,50,7,0.00577
t3332,60% Male,Smoker,50,8,0.00665
t3332,60% Male,Smoker,50,9,0.00815
t3332,60% Male,Smoker,50,10,0.00923
t3332,60% Male,Smoker,50,11,0.01033
t3332,60% Male,Smoker,50,12,0.01159
t3332,60% Male,Smoker,50,13,0.01303
t3332,60% Male,Smoker,50,14,0.01457
t3332,60% Male,Smoker,50,15,0.01617
t3332,60% Male,Smoker,50,16,0.01795
t3332,60% Male,Smoker,50,17,0.02
t3332,60% Male,Smoker,50,18,0.02199
t3332,60% Male,Smoker,50,19,0.024140000000000002
t3332,60% Male,Smoker,50,20,0.02638
t3332,60% Male,Smoker,50,21,0.02888
t3332,60% Male,Smoker,50,22,0.03183
t3332,60% Male,Smoker,50,23,0.03497
t3332,60% Male,Smoker,50,24,0.03848
t3332,60% Male,Smoker,50,25,0.04202
t3332,60% Male,Smoker,51,1,0.0012
t3332,60% Male,Smoker,51,2,0.00204
t3332,60% Male,Smoker,51,3,0.00307
t3332,60% Male,Smoker,51,4,0.00407
t3332,60% Male,Smoker,51,5,0.00485
t3332,60% Male,Smoker,51,6,0.00558
t3332,60% Male,Smoker,51,7,0.00649
t3332,60% Male,Smoker,51,8,0.00794
t3332,60% Male,Smoker,51,9,0.00913
t3332,60% Male,Smoker,51,10,0.01028
t3332,60% Male,Smoker,51,11,0.01154
t3332,60% Male,Smoker,51,12,0.01292
t3332,60% Male,Smoker,51,13,0.01449
t3332,60% Male,Smoker,51,14,0.0161
t3332,60% Male,Smoker,51,15,0.01786
t3332,60% Male,Smoker,51,16,0.01994
t3332,60% Male,Smoker,51,17,0.02199
t3332,60% Male,Smoker,51,18,0.02412
t3332,60% Male,Smoker,51,19,0.02628
t3332,60% Male,Smoker,51,20,0.02869
t3332,60% Male,Smoker,51,21,0.03179
t3332,60% Male,Smoker,51,22,0.03493
t3332,60% Male,Smoker,51,23,0.03847
t3332,60% Male,Smoker,51,24,0.04195
t3332,60% Male,Smoker,51,25,0.04587
t3332,60% Male,Smoker,52,1,0.00132
t3332,60% Male,Smoker,52,2,0.00223
t3332,60% Male,Smoker,52,3,0.00344
t3332,60% Male,Smoker,52,4,0.0046
t3332,60% Male,Smoker,52,5,0.00542
t3332,60% Male,Smoker,52,6,0.00632
t3332,60% Male,Smoker,52,7,0.0077
t3332,60% Male,Smoker,52,8,0.0089
t3332,60% Male,Smoker,52,9,0.01014
t3332,60% Male,Smoker,52,10,0.0115
t3332,60% Male,Smoker,52,11,0.0129
t3332,60% Male,Smoker,52,12,0.01444
t3332,60% Male,Smoker,52,13,0.01603
t3332,60% Male,Smoker,52,14,0.01781
t3332,60% Male,Smoker,52,15,0.01987
t3332,60% Male,Smoker,52,16,0.02195
t3332,60% Male,Smoker,52,17,0.0241
t3332,60% Male,Smoker,52,18,0.0262
t3332,60% Male,Smoker,52,19,0.02863
t3332,60% Male,Smoker,52,20,0.03156
t3332,60% Male,Smoker,52,21,0.03489
t3332,60% Male,Smoker,52,22,0.03846
t3332,60% Male,Smoker,52,23,0.04187
t3332,60% Male,Smoker,52,24,0.04587
t3332,60% Male,Smoker,52,25,0.04965
t3332,60% Male,Smoker,53,1,0.00143
t3332,60% Male,Smoker,53,2,0.00246
t3332,60% Male,Smoker,53,3,0.00388
t3332,60% Male,Smoker,53,4,0.00519
t3332,60% Male,Smoker,53,5,0.00612
t3332,60% Male,Smoker,53,6,0.0074
t3332,60% Male,Smoker,53,7,0.00865
t3332,60% Male,Smoker,53,8,0.00999
t3332,60% Male,Smoker,53,9,0.01136
t3332,60% Male,Smoker,53,10,0.01287
t3332,60% Male,Smoker,53,11,0.01439
t3332,60% Male,Smoker,53,12,0.016
t3332,60% Male,Smoker,53,13,0.01774
t3332,60% Male,Smoker,53,14,0.01982
t3332,60% Male,Smoker,53,15,0.02189
t3332,60% Male,Smoker,53,16,0.02407
t3332,60% Male,Smoker,53,17,0.02611
t3332,60% Male,Smoker,53,18,0.02858
t3332,60% Male,Smoker,53,19,0.0315
t3332,60% Male,Smoker,53,20,0.03467
t3332,60% Male,Smoker,53,21,0.03846
t3332,60% Male,Smoker,53,22,0.04179
t3332,60% Male,Smoker,53,23,0.04585
t3332,60% Male,Smoker,53,24,0.04955
t3332,60% Male,Smoker,53,25,0.05361
t3332,60% Male,Smoker,54,1,0.00157
t3332,60% Male,Smoker,54,2,0.00271
t3332,60% Male,Smoker,54,3,0.00437
t3332,60% Male,Smoker,54,4,0.00587
t3332,60% Male,Smoker,54,5,0.00707
t3332,60% Male,Smoker,54,6,0.00833
t3332,60% Male,Smoker,54,7,0.00971
t3332,60% Male,Smoker,54,8,0.0112
t3332,60% Male,Smoker,54,9,0.01272
t3332,60% Male,Smoker,54,10,0.01435
t3332,60% Male,Smoker,54,11,0.01598
t3332,60% Male,Smoker,54,12,0.01771
t3332,60% Male,Smoker,54,13,0.01979
t3332,60% Male,Smoker,54,14,0.02184
t3332,60% Male,Smoker,54,15,0.02406
t3332,60% Male,Smoker,54,16,0.02602
t3332,60% Male,Smoker,54,17,0.02853
t3332,60% Male,Smoker,54,18,0.03144
t3332,60% Male,Smoker,54,19,0.03463
t3332,60% Male,Smoker,54,20,0.03839
t3332,60% Male,Smoker,54,21,0.04171
t3332,60% Male,Smoker,54,22,0.04585
t3332,60% Male,Smoker,54,23,0.04945
t3332,60% Male,Smoker,54,24,0.05346
t3332,60% Male,Smoker,54,25,0.05769
t3332,60% Male,Smoker,55,1,0.00173
t3332,60% Male,Smoker,55,2,0.00301
t3332,60% Male,Smoker,55,3,0.00493
t3332,60% Male,Smoker,55,4,0.00664
t3332,60% Male,Smoker,55,5,0.00798
t3332,60% Male,Smoker,55,6,0.00938
t3332,60% Male,Smoker,55,7,0.0109
t3332,60% Male,Smoker,55,8,0.01255
t3332,60% Male,Smoker,55,9,0.0142
t3332,60% Male,Smoker,55,10,0.01594
t3332,60% Male,Smoker,55,11,0.01769
t3332,60% Male,Smoker,55,12,0.01975
t3332,60% Male,Smoker,55,13,0.02179
t3332,60% Male,Smoker,55,14,0.02403
t3332,60% Male,Smoker,55,15,0.02594
t3332,60% Male,Smoker,55,16,0.02848
t3332,60% Male,Smoker,55,17,0.03138
t3332,60% Male,Smoker,55,18,0.03458
t3332,60% Male,Smoker,55,19,0.03834
t3332,60% Male,Smoker,55,20,0.04163
t3332,60% Male,Smoker,55,21,0.04584
t3332,60% Male,Smoker,55,22,0.04935
t3332,60% Male,Smoker,55,23,0.05331
t3332,60% Male,Smoker,55,24,0.05749
t3332,60% Male,Smoker,55,25,0.06232
t3332,60% Male,Smoker,56,1,0.0019
t3332,60% Male,Smoker,56,2,0.00333
t3332,60% Male,Smoker,56,3,0.00557
t3332,60% Male,Smoker,56,4,0.00749
t3332,60% Male,Smoker,56,5,0.00898
t3332,60% Male,Smoker,56,6,0.01054
t3332,60% Male,Smoker,56,7,0.01222
t3332,60% Male,Smoker,56,8,0.01403
t3332,60% Male,Smoker,56,9,0.01579
t3332,60% Male,Smoker,56,10,0.01763
t3332,60% Male,Smoker,56,11,0.01974
t3332,60% Male,Smoker,56,12,0.02172
t3332,60% Male,Smoker,56,13,0.02402
t3332,60% Male,Smoker,56,14,0.02585
t3332,60% Male,Smoker,56,15,0.02842
t3332,60% Male,Smoker,56,16,0.03132
t3332,60% Male,Smoker,56,17,0.03453
t3332,60% Male,Smoker,56,18,0.03831
t3332,60% Male,Smoker,56,19,0.04149
t3332,60% Male,Smoker,56,20,0.04583
t3332,60% Male,Smoker,56,21,0.04925
t3332,60% Male,Smoker,56,22,0.05317
t3332,60% Male,Smoker,56,23,0.0573
t3332,60% Male,Smoker,56,24,0.06232
t3332,60% Male,Smoker,56,25,0.06754
t3332,60% Male,Smoker,57,1,0.00209
t3332,60% Male,Smoker,57,2,0.0037
t3332,60% Male,Smoker,57,3,0.00627
t3332,60% Male,Smoker,57,4,0.00844
t3332,60% Male,Smoker,57,5,0.01011
t3332,60% Male,Smoker,57,6,0.01181
t3332,60% Male,Smoker,57,7,0.01366
t3332,60% Male,Smoker,57,8,0.01562
t3332,60% Male,Smoker,57,9,0.01746
t3332,60% Male,Smoker,57,10,0.01966
t3332,60% Male,Smoker,57,11,0.02164
t3332,60% Male,Smoker,57,12,0.02392
t3332,60% Male,Smoker,57,13,0.0257
t3332,60% Male,Smoker,57,14,0.02836
t3332,60% Male,Smoker,57,15,0.03126
t3332,60% Male,Smoker,57,16,0.03448
t3332,60% Male,Smoker,57,17,0.03829
t3332,60% Male,Smoker,57,18,0.04137
t3332,60% Male,Smoker,57,19,0.04573
t3332,60% Male,Smoker,57,20,0.04915
t3332,60% Male,Smoker,57,21,0.05302
t3332,60% Male,Smoker,57,22,0.0571
t3332,60% Male,Smoker,57,23,0.06227
t3332,60% Male,Smoker,57,24,0.06754
t3332,60% Male,Smoker,57,25,0.07352
t3332,60% Male,Smoker,58,1,0.00231
t3332,60% Male,Smoker,58,2,0.00413
t3332,60% Male,Smoker,58,3,0.00703
t3332,60% Male,Smoker,58,4,0.00948
t3332,60% Male,Smoker,58,5,0.01133
t3332,60% Male,Smoker,58,6,0.01318
t3332,60% Male,Smoker,58,7,0.01518
t3332,60% Male,Smoker,58,8,0.01728
t3332,60% Male,Smoker,58,9,0.01949
t3332,60% Male,Smoker,58,10,0.02154
t3332,60% Male,Smoker,58,11,0.02387
t3332,60% Male,Smoker,58,12,0.02553
t3332,60% Male,Smoker,58,13,0.02826
t3332,60% Male,Smoker,58,14,0.0312
t3332,60% Male,Smoker,58,15,0.03434
t3332,60% Male,Smoker,58,16,0.03819
t3332,60% Male,Smoker,58,17,0.04126
t3332,60% Male,Smoker,58,18,0.04571
t3332,60% Male,Smoker,58,19,0.04899
t3332,60% Male,Smoker,58,20,0.05287
t3332,60% Male,Smoker,58,21,0.05691
t3332,60% Male,Smoker,58,22,0.06221
t3332,60% Male,Smoker,58,23,0.06754
t3332,60% Male,Smoker,58,24,0.07352
t3332,60% Male,Smoker,58,25,0.07997
t3332,60% Male,Smoker,59,1,0.00254
t3332,60% Male,Smoker,59,2,0.0046
t3332,60% Male,Smoker,59,3,0.00785
t3332,60% Male,Smoker,59,4,0.0106
t3332,60% Male,Smoker,59,5,0.01264
t3332,60% Male,Smoker,59,6,0.01464
t3332,60% Male,Smoker,59,7,0.01678
t3332,60% Male,Smoker,59,8,0.019
t3332,60% Male,Smoker,59,9,0.02135
t3332,60% Male,Smoker,59,10,0.0238
t3332,60% Male,Smoker,59,11,0.02541
t3332,60% Male,Smoker,59,12,0.02815
t3332,60% Male,Smoker,59,13,0.03115
t3332,60% Male,Smoker,59,14,0.03428
t3332,60% Male,Smoker,59,15,0.03811
t3332,60% Male,Smoker,59,16,0.04112
t3332,60% Male,Smoker,59,17,0.04568
t3332,60% Male,Smoker,59,18,0.04887
t3332,60% Male,Smoker,59,19,0.05265
t3332,60% Male,Smoker,59,20,0.056710000000000003
t3332,60% Male,Smoker,59,21,0.06216
t3332,60% Male,Smoker,59,22,0.06751
t3332,60% Male,Smoker,59,23,0.07352
t3332,60% Male,Smoker,59,24,0.07997
t3332,60% Male,Smoker,59,25,0.08856
t3332,60% Male,Smoker,60,1,0.00281
t3332,60% Male,Smoker,60,2,0.00512
t3332,60% Male,Smoker,60,3,0.00872
t3332,60% Male,Smoker,60,4,0.01179
t3332,60% Male,Smoker,60,5,0.01404
t3332,60% Male,Smoker,60,6,0.01617
t3332,60% Male,Smoker,60,7,0.01843
t3332,60% Male,Smoker,60,8,0.02079
t3332,60% Male,Smoker,60,9,0.0233
t3332,60% Male,Smoker,60,10,0.02526
t3332,60% Male,Smoker,60,11,0.02808
t3332,60% Male,Smoker,60,12,0.03107
t3332,60% Male,Smoker,60,13,0.03417
t3332,60% Male,Smoker,60,14,0.03806
t3332,60% Male,Smoker,60,15,0.04098
t3332,60% Male,Smoker,60,16,0.04562
t3332,60% Male,Smoker,60,17,0.04875
t3332,60% Male,Smoker,60,18,0.05247
t3332,60% Male,Smoker,60,19,0.05643
t3332,60% Male,Smoker,60,20,0.0621
t3332,60% Male,Smoker,60,21,0.06749
t3332,60% Male,Smoker,60,22,0.07352
t3332,60% Male,Smoker,60,23,0.07997
t3332,60% Male,Smoker,60,24,0.08856
t3332,60% Male,Smoker,60,25,0.09786
t3332,60% Male,Smoker,61,1,0.0031
t3332,60% Male,Smoker,61,2,0.00571
t3332,60% Male,Smoker,61,3,0.00962
t3332,60% Male,Smoker,61,4,0.01305
t3332,60% Male,Smoker,61,5,0.0155
t3332,60% Male,Smoker,61,6,0.01775
t3332,60% Male,Smoker,61,7,0.01988
t3332,60% Male,Smoker,61,8,0.02238
t3332,60% Male,Smoker,61,9,0.02501
t3332,60% Male,Smoker,61,10,0.02796
t3332,60% Male,Smoker,61,11,0.03101
t3332,60% Male,Smoker,61,12,0.03406
t3332,60% Male,Smoker,61,13,0.03797
t3332,60% Male,Smoker,61,14,0.04086
t3332,60% Male,Smoker,61,15,0.04556
t3332,60% Male,Smoker,61,16,0.04859
t3332,60% Male,Smoker,61,17,0.0523
t3332,60% Male,Smoker,61,18,0.05617
t3332,60% Male,Smoker,61,19,0.06197
t3332,60% Male,Smoker,61,20,0.06747
t3332,60% Male,Smoker,61,21,0.07346
t3332,60% Male,Smoker,61,22,0.07997
t3332,60% Male,Smoker,61,23,0.08856
t3332,60% Male,Smoker,61,24,0.09786
t3332,60% Male,Smoker,61,25,0.10757
t3332,60% Male,Smoker,62,1,0.00342
t3332,60% Male,Smoker,62,2,0.00636
t3332,60% Male,Smoker,62,3,0.01057
t3332,60% Male,Smoker,62,4,0.01436
t3332,60% Male,Smoker,62,5,0.01699
t3332,60% Male,Smoker,62,6,0.01912
t3332,60% Male,Smoker,62,7,0.02123
t3332,60% Male,Smoker,62,8,0.0238
t3332,60% Male,Smoker,62,9,0.02657
t3332,60% Male,Smoker,62,10,0.02982
t3332,60% Male,Smoker,62,11,0.03287
t3332,60% Male,Smoker,62,12,0.03618
t3332,60% Male,Smoker,62,13,0.04067
t3332,60% Male,Smoker,62,14,0.045469999999999997
t3332,60% Male,Smoker,62,15,0.0484
t3332,60% Male,Smoker,62,16,0.05204
t3332,60% Male,Smoker,62,17,0.05593
t3332,60% Male,Smoker,62,18,0.06186
t3332,60% Male,Smoker,62,19,0.06744
t3332,60% Male,Smoker,62,20,0.07343
t3332,60% Male,Smoker,62,21,0.07997
t3332,60% Male,Smoker,62,22,0.08856
t3332,60% Male,Smoker,62,23,0.09786
t3332,60% Male,Smoker,62,24,0.10757
t3332,60% Male,Smoker,62,25,0.12008
t3332,60% Male,Smoker,63,1,0.00377
